Day,Agent_ID,Leads_Allocated,True_Conversion_Rate,Sales_Closed
1,1,6.072227335098844,0.0659504481191673,0.40046611383122577
1,2,8.27993783517875,0.2010375969073511,1.6645788049265908
1,3,12.222744550885137,0.1380086102823628,1.6868439893039804
1,4,11.946347393852584,0.1241693444526655,1.4833701244984843
1,5,7.083932648704397,0.0461064930833091,0.32661529167011677
1,6,16.08188173465718,0.0356638408576295,0.5735416708760323
1,7,10.513846136276268,0.0202818164549049,0.21323989757106632
1,8,2.9186642391522493,0.1924184470690126,0.561604840413537
1,9,2.9186642391522493,0.1107372593540946,0.32320487881852383
1,10,11.191502996008678,0.1200775110668286,1.3438478248576775
1,11,2.9186642391522493,0.0127411423664745,0.03718711659097679
1,12,11.269990480149913,0.1679553114089674,1.8928547606696768
1,13,18.614374738382278,0.1970679896445467,3.6682974081832302
1,14,11.534758889897375,0.0565492891079007,0.6522824152547344
1,15,2.9186642391522493,0.0469238249530045,0.1369548898545742
1,16,2.9186642391522493,0.0515103928408699,0.150341541529331
1,17,11.230407307740657,0.0760423448787061,0.8539865056235564
1,18,8.611766808246399,0.0959499495582787,0.8262985908589007
1,19,9.382355709616412,0.106526646233949,0.9994708875193791
1,20,6.810584577285207,0.066361683759069,0.45196185993219357
1,21,2.9186642391522493,0.1417780299336265,0.41380246586473285
1,22,14.289982387100537,0.0422873738729549,0.604285827841261
1,23,3.7280448361012772,0.0607386294978167,0.22643633405120425
1,24,17.22053382753849,0.0671914386492781,1.1570724421808705
1,25,16.332219041823496,0.086134911585866,1.406774243168464
1,26,3.726281349668299,0.154542139696276,0.5758674928880662
1,27,3.42983391177451,0.0540360177169184,0.18533456602273496
1,28,7.360312001478147,0.123245472387969,0.9071251295450118
1,29,12.80516932214329,0.0983878322884146,1.2598728516917856
1,30,13.326923421526145,0.0189065080917767,0.2519655855075725
1,31,17.887046092831252,0.1212897503644579,2.1695153553570545
1,32,15.309558229025917,0.0376865782629426,0.5769648643692621
1,33,3.524004639152982,0.0189599085178476,0.06681480557481108
1,34,2.9186642391522493,0.1779282819990889,0.5193129138045376
1,35,9.496621447525976,0.2277459977369861,2.1628175266972645
1,36,2.9186642391522493,0.1520262145211124,0.44371347573645914
1,37,8.301302259005507,0.068386793670605,0.5676994447839367
1,38,6.849845068350144,0.0308768036050923,0.21150132090075746
1,39,17.19517502408974,0.1323672995751351,2.2760788836605674
1,40,11.041800381020842,0.1112979627174664,1.228929887140564
1,41,12.729901234925256,0.0393262089206207,0.5006187555035381
1,42,11.313258844477447,0.0937494547445464,1.060611848053678
1,43,10.905530246138154,0.0165156219296564,0.18011161448765048
1,44,2.9186642391522493,0.168213418065354,0.4909584878529157
1,45,12.051375079608526,0.0540759565406519,0.651689635060006
1,46,2.9186642391522493,0.1107082552826603,0.3231202256724387
